location,filename_prefix,camera name,alternate_name,maint_date,month,position,battery,img_delay_sec,burst,imgs_captured,imgs_on_sd,day_start,day_end,days_active,maint_staff,action items,field notes,footage reviewed?,review notes,imgs on zooniverse?,imgs on WI?,imgs backed up x2,on _box,other_notes,exclude
VSFB,,Sudden Canyon Cam,,,Feb,LOST,,,,,,,,,,,,,,,,,,,
VSFB,,Short Canyon Cam,,NA,Aug,NA,NA,,,NA,NA,NA,NA,,ZZ MM,place camera,,NA,,,NA,,,,y
VSFB,,Short Canyon Cam,,7-Sep-22,Sep,placed,NA,,,NA,NA,NA,NA,NA,ZZ,check next week,,NA,,,,,,,y
VSFB,,Short Canyon Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,na,,,,
VSFB,,Short Canyon Cam,,not visited,Dec,,NA,,,NA,,,,,,,,,,,na,,,,
VSFB,,Short Canyon Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
VSFB,,Short Canyon Cam,,,Feb,LOST,,,,,,,,,,,,,,,,,,,
VSFB,,Saucito Cam,,21-Aug-22,Aug,"moved down 6""",99%,,10,300,20,7/31/22 0:00,8/21/22 0:00,?,ZZ MM,,SD CARD FORMAT ERROR - DATA LOSS,yes,didn't start taking photos til 9 aug,,yes,,,,y
VSFB,,Saucito Cam,,NOT VISITED ,Sep,,,,,,,,,,,,,NA,,,NA,,,,y
VSFB,,Saucito Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,na,,,,
VSFB,,Saucito Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
VSFB,,Saucito Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
VSFB,,Water Canyon Cam,,not visited,Nov,,,,,,,,,,,,,NA,,,na,,,,
VSFB,,Water Canyon Cam,,11-Dec-22,dec,,84%,,,10% full,,,,,MH and ME,"shift so it's facing slightly more inland (from last month, unsure if this was done)",triggered by water,,,,,,,,
VSFB,,Water Canyon Cam,,21-Aug-22,Aug,placed!,100%,,10,NA,NA,NA,NA,NA,ZZ MM,,check next month,NA,,,NA,,,,y
VSFB,,Water Canyon Cam,,7-Sep-22,Sep,placed,,,,,,,,,,,,NA,,,NA,,,,y
JLDP,,Wood Canyon Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Wood Canyon Cam,,6-Jan-23,Jan,same as previous,,,,,,,,,,,,,,,,,,,
JLDP,,Wood Canyon Cam,,26-Feb-23,Feb,Had fallen over - not working,,,,,,,,,,,,,,,,,,,
JLDP,,Big Cojo Cam,Govies,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Big Cojo Cam,Govies,26-Feb-23,Feb,,,,,,,,,,,,,,,,,,,,
JLDP,,Big Cojo Cam,Govies,,April,not visited,,,,,,,,,,,,,,,,,,,
JLDP,,Big Cojo Cam,Govies,31-May-23,May,not visited,,,,,,,,,,,,,,,,,,,
JLDP,,Black Canyon Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Black Canyon Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
VSFB,,Boathouse Cam,,not visited - can't figure out why,,,,,,,,,,0,,,,,,,na,,,,y
VSFB,,Boathouse Cam,,NOT VISITED ,Sep,,,,,,,,,,,,,,,,na,,,,y
VSFB,,Boathouse Cam,,11-Dec-22,Dec,same as previous,85%,,,2920,,,,,MH and ME,,,,filename says 2023,,,,,,
VSFB,,Boathouse Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
VSFB,,Boathouse Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
VSFB,,Boathouse Cam,,,April,replaced,,,,,,,,,,,,,,,,,,,
VSFB,,Boathouse Cam,,30-May-23,May,tilted slightly,,,,,,,,,,,,,,,,,,,
VSFB,,Boathouse Cam,,,June,,,,,,,,,,,,,,,,,,,,
VSFB,,Boathouse Cam,,,July,,,,,,,,,,,,,,,,,,,,
JLDP,,Boneyard Cam,,16-Oct-22,Oct,NOT VISITED,,,,,NA,NA,NA,NA,,,,,,,na,,,,
JLDP,,Boneyard Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,,,,na,,,,
JLDP,,Boneyard Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Boneyard Cam,,7-Jan-23,Jan,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Boneyard Cam,,,Feb,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Cojalama Cam,,SD CARD NOT COLLECTED,Oct,same as previous,84%,,,30,NA,NA,NA,NA,MC A M,,"""jalama cam 2""",NA,SD CARD NOT COLLECTED,,NA,,,,
JLDP,,Cojalama Cam,,12-Nov-22,Nov,same as previous,,60,10,,NA,NA,NA,NA,ME A F LW,,i believe new sd cards werent working so sd cards weren't collected,NA,,,,,,,
JLDP,,Cojalama Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Cojalama Cam,,6-Jan-23,Jan,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Cojalama Cam,,,Feb,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Cojo Canyon Cam,,SD CARD NOT COLLECTED,Oct,same as previous,99%,,,3265,NA,NA,NA,NA,MC A M,,"""jalama cam 4""",NA,SD CARD NOT COLLECTED,,NA,,,,
JLDP,,Cojo Canyon Cam,,12-Nov-22,Nov,same as previous,,60,10,,NA,NA,NA,NA,ME A F LW,,i believe new sd cards werent working so sd cards weren't collected,NA,,,,,,,
JLDP,,Cojo Canyon Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Cojo Canyon Cam,,not visited,Jan,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Cojo Canyon Cam,,,Feb,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Cojo Gate Cam,,SD CARD NOT COLLECTED,Oct,same as previous,91%,,,453,NA,NA,NA,NA,MC A M,,"""jalama cam 3""",NA,SD CARD NOT COLLECTED,,NA,,,,
JLDP,,Cojo Gate Cam,,12-Nov-22,Nov,same as previous,,60,10,,NA,NA,NA,NA,ME A F LW,,i believe new sd cards werent working so sd cards weren't collected,NA,,,,,,,
JLDP,,Cojo Gate Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Cojo Gate Cam,,not visited,Jan,(found it later),,,,,,,,,,,,,,,na,,,,
JLDP,,Cojo Gate Cam,,26-Feb-23,Feb,found!! miraculously still there,,,,,,,,,,,,,,,,,,,
JLDP,,Cove Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Cove Cam,,6-Jan-23,Jan,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Cove Cam,,,Feb,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Damsite Cam,Damsite Creek Cam,31-May-23,May,replaced,,,,,,,,,,,,,,,,,,,
JLDP,,Damsite Cam,Damsite Creek Cam,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Damsite Cam,Damsite Creek Cam,7-Jan-23,Jan,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Damsite Cam,Damsite Creek Cam,,Feb,LOST,,,,,,,,,,,,,,,,,,,
JLDP,,Govies Cliff Cam,Government Point Cam 1,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Govies Cliff Cam,Government Point Cam 1,6-Jan-23,Jan,same as previous,,,,,,,,,,,,,,,,,,,
JLDP,,Govies Cliff Cam,Government Point Cam 1,26-Feb-23,Feb,,,,,,,,,,,,,,,,,,,,
JLDP,,Jalama 2 Cam,,NOT VISITED,Oct,same as previous,,,,,NA,NA,NA,NA,MC A M,,i think they forgot to do this one,,SD CARD NOT COLLECTED,,NA,,,,
JLDP,,Jalama 2 Cam,,12-Nov-22,Nov,same as previous,,60,10,,NA,NA,NA,NA,ME A F LW,,i believe new sd cards werent working so sd cards weren't collected,NA,,,,,,,
JLDP,,Jalama 2 Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Jalama 2 Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
JLDP,,Jalama Cam,,SD CARD NOT COLLECTED,Oct,same as previous,79%,,,7260,NA,NA,NA,NA,MC A M,,"""jalama cam 1""",NA,SD CARD NOT COLLECTED,,NA,,,,
JLDP,,Jalama Cam,,not visited,Dec,,,,,,,,,,,,,,,,na,,,,
JLDP,,Jalama Cam,,6-Jan-23,Jan,LOST,,,,,,,,,,,,,,,na,,,,
JLDP,,Jalama Cam,,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,Jolluru Cam,,NA,Aug,NA,NA,,,NA,NA,NA,NA,,ZZ MM,place camera,,NA,,,NA,,,,y
VSFB,,Jolluru Cam,,7-Sep-22,Sep,placed,NA,,,NA,NA,NA,NA,NA,ZZ,check next week,,NA,,,,,,,y
VSFB,,Jolluru Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,na,,,,
VSFB,,Jolluru Cam,,11-Dec-22,Dec,,99%,,,0% full,,,,,MH and ME,,was labeled short canyon by kids,,filename says 2023,,,,,,
VSFB,,Jolluru Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
VSFB,,Jolluru Cam,,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,Ladrones Cam,,21-Aug-22,Aug,replaced and shifted position to other side of canyon,--,,10,--,NA,NA,NA,NA,ZZ MM,,,NA,,,NA,,,,y
VSFB,,Ladrones Cam,,NOT VISITED ,Sep,,,,,,,,,,,,,NA,,,NA,,,,y
VSFB,,Ladrones Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,na,,,,
VSFB,,Ladrones Cam,,11-Dec-22,Dec,,87%,,,0% full,,,,,MH and ME,,,,filename says 2023,,,,,,
VSFB,,Ladrones Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
VSFB,,Ladrones Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
VSFB,,Morida Cam,,NOT VISITED ,Sep,,,,,,,,,,,,,NA,,,na,,,,y
VSFB,,Morida Cam,,not visited?,Oct,same as previous,,,,,,,,,MC A A M,,[zz - sd card missing?],NA,DATA LOSS?? [zz - sd card missing?],,na,,,,
VSFB,,Morida Cam,,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,na,,,,
VSFB,,Morida Cam,,11-Dec-22,Dec,,100%,,,12% full,,,,,MH and ME,,triggered by water,,filename says 2023,,,,,,
VSFB,,Morida Cam,,,Jan,,,,,,,,,,,,,,,,,,,,
VSFB,,Morida Cam,,,Feb,REMOVED,,,,,,,,,,,,,,,,,,,
VSFB,,RIZ Cam,RIZ Cam N,21-Aug-22,Aug,same as previous,,,10,,471,7/31/22 12:43,8/21/22 0:00,3,ZZ,upsidedown,SD CARD FORMAT ERROR - DATA LOSS,yes,off: 8/3 - 8/13 + 8/14 - 8/19; someone moved camera 8/19 12:33:32 and it.. went offline? until it was back on 8/21 when i showed up,,,no - no animals,,19 days range but only took/saved pictures on 3,
VSFB,,RIZ Cam,RIZ Cam N,11-Dec-22,Dec,,66%,,,3% full,,,,,MH and ME,"remove weeds in front of cam (from last month, not sure if this was done)",,,filename says 2023,,,,,,
VSFB,,RIZ Cam,RIZ Cam N,,Jan,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,RIZ Cam,RIZ Cam N,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,RIZ Cam,RIZ Cam N,,April,replaced,,,,,,,,,,,,,,,,,,,
VSFB,,RIZ Cam,RIZ Cam N,30-May-23,May,triggered by grass,,,,,,,,,,,,,,,,,,,
VSFB,,RIZ Cam,RIZ Cam N,,June,,,,,,,,,,,,,,,,,,,,
VSFB,,RIZ Cam,RIZ Cam N,,July,,,,,,,,,,,,,,,,,,,,
VSFB,,RIZ Cam Backup,RIZ Cam S,21-Aug-22,Aug,same as previous,99%,,10,399,30,7/31/22 0:00,8/14/22 0:00,3,ZZ,,SD CARD FORMAT ERROR - DATA LOSS,yes,sd card deleted everything after the 14th?,,,no - no animals,,15 days range but only took/saved pictures on 3,
VSFB,,RIZ Cam Backup,RIZ Cam S,not visited,Nov,,,,,,,,,,ME A F LW,,,NA,,,,,,,
VSFB,,RIZ Cam Backup,RIZ Cam S,11-Dec-22,Dec,,84%,,,1% full,,,,,MH and ME,,was labeled sudden canyon by kids,,,,,,,,
VSFB,,RIZ Cam Backup,RIZ Cam S,,Jan,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,RIZ Cam Backup,RIZ Cam S,,Feb,LOST,,,,,,,,,,,,,,,na,,,,
VSFB,,Rocket Launch Cam,,,April,new,,,,,,,,,,,,,,,,,,,
VSFB,,Rocket Launch Cam,,30-May-23,May,triggered by grass - moved position so it faced ocean more,,,,,,,,,,,,,,,,,,,
VSFB,,Rocket Launch Cam,,,June,,,,,,,,,,,,,,,,,,,,
VSFB,,Rocket Launch Cam,,,July,,,,,,,,,,,,,,,,,,,,
